id,sentence,label
594,"returning to the question posed at the beginning of the paper what is the appropriate size of elementary discourse units the answer is twofold : first of all , coherence relations can be found to hold between phrases and the clause containing them , so one should indeed start looking for discourse units at the phrase level .",0
595,"the new algorithm currently does not use information 93 about the orthography of the word , an important source of information .",0
596,"in document level , there is a small number of sample news documents about the same topic .",0
597,"resuming the example shown in figure 1 , this is the case of the uw `` on '' in ( lb ) : the preposition 'on ' fills in the position feature of the verb 'sit ' and , thus , is represented in unl correspondingly as the second term of the binary relation 'plc ' and the first term of 'obj ' .",0
598,"in the evaluation , the training data is the ph corpus and the test data is the yzzk magazine articles ( 4+ mbytes ) , downloaded from the internet .",0
599,"kwok ( 1996 ) suggested average term frequency , avtf = tf ( t ) /df ( t ) , be used as a tie-breaker for cases like this , where tf ( t ) = ~a if ( t , d ) is the standard notion of frequency in the corpus-based nlp .",1
600,each definition is a pair comprising a phrase category name and a network of word categories .,1
601,"however , at the best of our knowledge adam is the first corpus being architecturally designed by explicitly adopting the concept of annotation modularity and metascheme at different levels .",1
602,"for srinivas ' and our grammars , the first line is the results tested on section 23 , and the second line is the one for section 22 .",0
603,"to be pronominalised : grosz et al ' s `` rule 1 `` in its weakest form states that if any entity is referred to by a pronoun , the cb must be .",0
604,in particular we are interested in one-pass decoding and translation of speech as opposed to the more prevalent approach of translation of speech lattices .,0
605,"( mooney , 1993 ) defines it as : theory refinement systems developed in machine learning automatically modify a knowledge base to render it consistent with a set of classified training examples .",0
606,33 korean documents parser tagged l korean documents ( lexiconk°rean 1 ~ syntactic . . . . . . eaglish grammar structure ( english ) realpro english lexicon / ' s~'ntactic realizer sentence ( english ) t parsed document ~ : : i~i°~'~vii~i ?,0
